Date,High,Low,Open,Close,Volume,Adj Close
2006-10-02,202.241943359375,199.6516571044922,200.19960021972656,199.970458984375,7331100,199.970458984375
2006-10-03,202.47108459472656,198.35153198242188,199.89573669433594,201.26560974121094,10970300,201.26560974121094
2006-10-04,207.10870361328125,200.7724609375,201.72886657714844,207.07383728027344,13373500,207.07383728027344
2006-10-05,208.33909606933594,204.66287231445312,206.57569885253906,205.13609313964844,11622900,205.13609313964844
2006-10-06,210.167236328125,204.1099395751953,204.3440704345703,209.46487426757812,14727900,209.46487426757812
2006-10-09,215.1685028076172,210.91941833496094,211.60684204101562,213.69900512695312,15223300,213.69900512695312
2006-10-10,218.10748291015625,210.40634155273438,214.97422790527344,212.5283966064453,19650500,212.5283966064453
2006-10-11,214.1522979736328,211.0887908935547,211.7164306640625,212.45367431640625,11312900,212.45367431640625
2006-10-12,214.03773498535156,211.20834350585938,213.47982788085938,212.9219207763672,9724200,212.9219207763672
2006-10-13,213.9480743408203,211.9854278564453,213.08131408691406,212.8521728515625,7272100,212.8521728515625
2006-10-16,213.7986297607422,209.88330078125,213.0514373779297,210.08753967285156,8671100,210.08753967285156
2006-10-17,211.08380126953125,207.5719757080078,209.36524963378906,209.53460693359375,10461000,209.53460693359375
2006-10-18,211.58193969726562,207.97047424316406,210.70523071289062,208.87210083007812,12079600,208.87210083007812
2006-10-19,213.9480743408203,209.00161743164062,209.33038330078125,212.2344970703125,23093200,212.2344970703125
2006-10-20,229.19093322753906,225.94808959960938,228.6380157470703,228.97674560546875,23383000,228.97674560546875
2006-10-23,241.4151153564453,229.325439453125,230.27687072753906,239.49232482910156,30322200,239.49232482910156
2006-10-24,238.03778076171875,234.82481384277344,237.250732421875,235.77127075195312,17385300,235.77127075195312
2006-10-25,243.33790588378906,236.66790771484375,237.8534698486328,242.39146423339844,18443700,242.39146423339844
2006-10-26,245.0614471435547,241.19593811035156,242.929443359375,241.64425659179688,14116000,241.64425659179688
2006-10-27,241.7139892578125,235.36280822753906,241.04649353027344,236.71273803710938,13257400,236.71273803710938
2006-10-30,239.33291625976562,234.12742614746094,236.52345275878906,237.3951873779297,13175300,237.3951873779297
2006-10-31,240.17974853515625,236.0352783203125,238.1374053955078,237.30552673339844,12617800,237.30552673339844
2006-11-01,238.67041015625,231.7613067626953,238.48609924316406,232.8771209716797,10893200,232.8771209716797
2006-11-02,235.98048400878906,232.3192138671875,232.8771209716797,234.07762145996094,10512500,234.07762145996094
2006-11-03,235.99044799804688,231.66168212890625,235.23329162597656,235.0190887451172,9852100,235.0190887451172
2006-11-06,238.93441772460938,235.28309631347656,236.0004119873047,237.58447265625,10020300,237.58447265625
2006-11-07,238.61561584472656,235.004150390625,237.58447265625,235.40264892578125,9830800,235.40264892578125
