Date,High,Low,Open,Close,Volume,Adj Close
2006-10-02,82.47000122070312,81.58000183105469,81.76000213623047,81.87000274658203,4483300.0,56.19877243041992
2006-10-03,82.26000213623047,81.55999755859375,81.87999725341797,81.6500015258789,4838500.0,56.04776382446289
2006-10-04,83.25,81.62999725341797,81.6500015258789,83.0999984741211,6119300.0,57.0430793762207
2006-10-05,83.20999908447266,82.5999984741211,82.80999755859375,82.91999816894531,4956600.0,56.91950225830078
2006-10-06,83.77999877929688,82.5,82.93000030517578,83.13999938964844,5340900.0,57.0705451965332
2006-10-09,84.08000183105469,83.0,83.13999938964844,84.0,4490200.0,57.6609001159668
2006-10-10,84.62999725341797,83.55999755859375,83.70999908447266,84.19000244140625,4712900.0,57.79129409790039
2006-10-11,84.69000244140625,83.79000091552734,84.1500015258789,84.19000244140625,5210600.0,57.79129409790039
2006-10-12,84.9000015258789,84.0999984741211,84.19999694824219,84.69999694824219,4661700.0,58.14137268066406
2006-10-13,86.20999908447266,84.44000244140625,84.44999694824219,86.08000183105469,7788600.0,59.08867263793945
2006-10-16,87.5999984741211,85.75,86.08000183105469,86.70999908447266,8633100.0,59.52112579345703
2006-10-17,87.94000244140625,86.22000122070312,86.33000183105469,86.94999694824219,13295500.0,59.68587875366211
2006-10-18,92.04000091552734,89.7300033569336,90.51000213623047,89.81999969482422,27875200.0,61.655967712402344
2006-10-19,90.9800033569336,89.30999755859375,89.80000305175781,89.86000061035156,10671400.0,61.68338394165039
2006-10-20,90.69999694824219,89.55000305175781,90.04000091552734,90.4800033569336,7390900.0,62.1090202331543
2006-10-23,92.0,90.01000213623047,90.05000305175781,91.55999755859375,8862300.0,62.850406646728516
2006-10-24,91.94999694824219,90.80000305175781,90.91000366210938,91.48999786376953,9222300.0,62.80231475830078
2006-10-25,91.98999786376953,90.94000244140625,91.20999908447266,91.83000183105469,6122100.0,63.03569412231445
2006-10-26,91.93000030517578,91.25,91.83000183105469,91.54000091552734,4990300.0,62.836639404296875
2006-10-27,91.88999938964844,90.58000183105469,90.91000366210938,90.76000213623047,5840300.0,62.301246643066406
2006-10-30,92.0,89.80000305175781,89.80000305175781,91.5,5594000.0,62.809173583984375
2006-10-31,92.68000030517578,91.5,91.5,92.33000183105469,9267300.0,63.37892150878906
2006-11-01,92.68000030517578,91.5,92.5,91.80000305175781,5845700.0,63.0151252746582
2006-11-02,91.94999694824219,91.25,91.80000305175781,91.68000030517578,4895100.0,62.93274688720703
2006-11-03,92.33999633789062,91.18000030517578,91.76000213623047,91.41000366210938,4506400.0,62.74737548828125
2006-11-06,92.73999786376953,91.5,91.5,92.5999984741211,6240600.0,63.564247131347656
2006-11-07,93.4000015258789,92.41000366210938,92.41999816894531,92.75,7305200.0,63.667213439941406
2006-11-08,92.91999816894531,92.01000213623047,92.25,92.58999633789062,6022200.0,63.763648986816406
2006-11-09,93.19000244140625,92.37000274658203,92.58999633789062,92.41999816894531,4518900.0,63.64656066894531
2006-11-10,92.3499984741211,91.62999725341797,92.30000305175781,91.76000213623047,5369600.0,63.192039489746094
2006-11-13,92.43000030517578,91.41000366210938,91.55000305175781,92.06999969482422,4358300.0,63.40555953979492
2006-11-14,93.29000091552734,91.6500015258789,92.0,93.29000091552734,5873000.0,64.2457275390625
2006-11-15,93.27999877929688,92.54000091552734,93.08000183105469,93.11000061035156,4172800.0,64.12174224853516
2006-11-16,93.5999984741211,92.5999984741211,93.06999969482422,93.47000122070312,4171500.0,64.36963653564453
2006-11-17,94.05000305175781,93.30999755859375,93.41999816894531,93.80999755859375,5251000.0,64.60379791259766
2006-11-20,93.80000305175781,93.01000213623047,93.5999984741211,93.25,5010600.0,64.21817016601562
2006-11-21,93.43000030517578,92.8499984741211,93.01000213623047,93.08000183105469,3067800.0,64.10108184814453
2006-11-22,93.73999786376953,92.80000305175781,92.9000015258789,93.5199966430664,3351700.0,64.40410614013672
2006-11-24,93.75,92.9800033569336,93.05000305175781,93.3499984741211,2129800.0,64.28701782226562
2006-11-27,93.23999786376953,91.12000274658203,92.70999908447266,91.44999694824219,6284000.0,62.978546142578125
2006-11-28,91.56999969482422,90.43000030517578,90.6500015258789,91.3499984741211,4962100.0,62.909706115722656
2006-11-29,91.66000366210938,91.01000213623047,91.3499984741211,91.5199966430664,4623000.0,63.026756286621094
2006-11-30,92.4800033569336,91.25,91.3499984741211,91.91999816894531,6470700.0,63.3022346496582
2006-12-01,91.91000366210938,90.55000305175781,91.9000015258789,91.25,5445400.0,62.84084701538086
2006-12-04,93.94999694824219,92.25,92.5,93.51000213623047,7507900.0,64.39720916748047
2006-12-05,94.63999938964844,93.44000244140625,93.51000213623047,94.4800033569336,6886200.0,65.06523895263672
2006-12-06,94.87000274658203,94.01000213623047,94.4800033569336,94.12000274658203,5947300.0,64.81731414794922
2006-12-07,94.43000030517578,93.55000305175781,94.0,94.2300033569336,4310800.0,64.89306640625
2006-12-08,94.38999938964844,93.47000122070312,93.6500015258789,93.86000061035156,4140000.0,64.63824462890625
2006-12-11,94.3499984741211,93.55999755859375,93.72000122070312,93.63999938964844,3459200.0,64.48674011230469
2006-12-12,94.8499984741211,93.30000305175781,93.5999984741211,94.12000274658203,7783800.0,64.81731414794922
2006-12-13,95.33000183105469,94.5,94.77999877929688,94.7699966430664,6441300.0,65.26493072509766
2006-12-14,95.72000122070312,94.54000091552734,94.97000122070312,95.36000061035156,4644100.0,65.6712417602539
2006-12-15,95.80000305175781,95.05000305175781,95.61000061035156,95.30000305175781,8086500.0,65.62993621826172
2006-12-18,96.16000366210938,94.80000305175781,94.94999694824219,95.44000244140625,7984900.0,65.72634887695312
2006-12-19,96.38999938964844,94.91000366210938,95.0999984741211,96.0,4933200.0,66.11199951171875
2006-12-20,96.5,95.69999694824219,96.0999984741211,96.0,3654600.0,66.11199951171875
2006-12-21,96.5,95.52999877929688,95.77999877929688,95.91000366210938,4405600.0,66.0500259399414
2006-12-22,95.9800033569336,95.23999786376953,95.75,95.25,3031500.0,65.59551239013672
2006-12-26,95.80999755859375,94.91999816894531,95.0,95.66000366210938,2278700.0,65.87784576416016
2006-12-27,97.2300033569336,96.2699966430664,96.30000305175781,97.19999694824219,4571600.0,66.93838500976562
2006-12-28,97.4000015258789,96.87000274658203,97.11000061035156,96.97000122070312,4501700.0,66.77998352050781
2006-12-29,97.87999725341797,96.83000183105469,97.0,97.1500015258789,4455900.0,66.90396881103516
2007-01-03,98.4000015258789,96.26000213623047,97.18000030517578,97.2699966430664,9196800.0,66.98657989501953
2007-01-04,98.79000091552734,96.87999725341797,97.25,98.30999755859375,10524500.0,67.70283508300781
2007-01-05,97.94999694824219,96.91000366210938,97.5999984741211,97.41999816894531,7221300.0,67.08989715576172
2007-01-08,99.5,98.3499984741211,98.5,98.9000015258789,10340000.0,68.10911560058594
2007-01-09,100.33000183105469,99.06999969482422,99.08000183105469,100.06999969482422,11108200.0,68.91487884521484
2007-01-10,99.05000305175781,97.93000030517578,98.5,98.88999938964844,8744800.0,68.1022720336914
2007-01-11,99.9000015258789,98.5,99.0,98.6500015258789,8000700.0,67.93695068359375
2007-01-12,99.69000244140625,98.5,98.98999786376953,99.33999633789062,6636500.0,68.41213989257812
2007-01-16,100.83999633789062,99.30000305175781,99.4000015258789,100.81999969482422,9602200.0,69.4313735961914
2007-01-17,100.9000015258789,99.9000015258789,100.69000244140625,100.0199966430664,8200700.0,68.88043212890625
2007-01-18,99.94999694824219,98.91000366210938,99.80000305175781,99.44999694824219,14636100.0,68.48787689208984
2007-01-19,96.8499984741211,94.55000305175781,95.0,96.16999816894531,26035800.0,66.22908020019531
2007-01-22,97.2300033569336,96.12000274658203,96.41999816894531,97.11000061035156,13539300.0,66.87641906738281
2007-01-23,97.37999725341797,96.19999694824219,96.91000366210938,97.08000183105469,10337400.0,66.8557357788086
2007-01-24,97.58000183105469,96.58000183105469,97.08000183105469,97.4000015258789,5700000.0,67.07614135742188
2007-01-25,97.91999816894531,97.22000122070312,97.22000122070312,97.51000213623047,6201300.0,67.15186309814453
2007-01-26,97.83000183105469,96.83999633789062,97.5199966430664,97.44999694824219,5771100.0,67.1105728149414
2007-01-29,98.66000366210938,97.44999694824219,97.69999694824219,98.54000091552734,7294800.0,67.86122131347656
2007-01-30,99.44999694824219,98.5,98.56999969482422,99.37000274658203,7177900.0,68.43278503417969
